0.3333	0.2000	0.40726462
0.3333	0.4000	0.49748325
0.3333	0.8000	0.74200707
0.6667	0.2000	0.81452375
0.6667	0.4000	0.99495758
0.6667	0.6000	1.21518318
0.6667	0.8000	1.48400854
1.0000	0.2000	1.22176621
1.0000	0.4000	1.49240473
1.0000	0.6000	1.82274271
1.0000	0.8000	2.22599270
1.3333	0.2000	1.62896369
1.3333	0.4000	1.98977830
1.3333	0.6000	2.43022656
1.3333	0.8000	2.96792825
1.6667	0.2000	2.03604232
1.6667	0.4000	2.48695839
1.6667	0.6000	3.03750550
1.6667	0.8000	3.70972407
